CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
66.2,Actividades auxiliares a seguros y fondos de pensiones,66.2,Actividades auxiliares a seguros y fondos de pensiones,3
66.21,Evaluación de riesgos y daños,66.21,Evaluación de riesgos y daños,4
66.22,Actividades de agentes y corredores de seguros,66.22,Actividades de agentes y corredores de seguros,4
66.29,Otras actividades auxiliares a seguros y fondos de pensiones,66.29,Actividades auxiliares a seguros y fondos de pensiones n.c.o.p.,4
66.1,"Actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",66.3,Actividades de gestión de fondos,3
66.3,Actividades de gestión de fondos,66.3,Actividades de gestión de fondos,3
66.19,"Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones",66.30,Actividades de gestión de fondos,4
66.30,Actividades de gestión de fondos,66.30,Actividades de gestión de fondos,4
41,Construcción de edificios,68,Actividades inmobiliarias ,2
42,Ingeniería civil,68,Actividades inmobiliarias ,2
68,Actividades inmobiliarias,68,Actividades inmobiliarias ,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,68,Actividades inmobiliarias ,2
41.1,Promoción inmobiliaria,68.1,Actividades inmobiliarias por cuenta propia y promoción inmobiliaria,3
42.9,Construcción de otros proyectos de ingeniería civil,68.1,Actividades inmobiliarias por cuenta propia y promoción inmobiliaria,3
68.1,Compraventa de bienes inmobiliarios por cuenta propia,68.1,Actividades inmobiliarias por cuenta propia y promoción inmobiliaria,3
68.10,Compraventa de bienes inmobiliarios por cuenta propia,68.11,Compraventa de bienes inmobiliarios por cuenta propia,4
41.10,Promoción inmobiliaria,68.12,Promoción inmobiliaria,4
42.99,Construcción de otros proyectos de ingeniería civil n.c.o.p.,68.12,Promoción inmobiliaria,4
68.2,Alquiler de bienes inmobiliarios por cuenta propia,68.2,Alquiler de bienes inmobiliarios por cuenta propia,3
82.1,Actividades administrativas y auxiliares de oficina,68.2,Alquiler de bienes inmobiliarios por cuenta propia,3
68.20,Alquiler de bienes inmobiliarios por cuenta propia,68.20,Alquiler de bienes inmobiliarios por cuenta propia,4
82.11,Servicios administrativos combinados,68.20,Alquiler de bienes inmobiliarios por cuenta propia,4
68.3,Actividades inmobiliarias por cuenta de terceros,68.3,Actividades inmobiliarias por cuenta de terceros,3
68.31,Agentes de la propiedad inmobiliaria,68.31,Servicios de intermediación para actividades inmobiliarias,4
68.31,Agentes de la propiedad inmobiliaria,68.32,Otras actividades inmobiliarias por cuenta de terceros,4
68.32,Gestión y administración de la propiedad inmobiliaria,68.32,Otras actividades inmobiliarias por cuenta de terceros,4
69,Actividades jurídicas y de contabilidad,69,Actividades jurídicas y de contabilidad,2
69.1,Actividades jurídicas,69.1,Actividades jurídicas,3
69.10,Actividades jurídicas,69.10,Actividades jurídicas,4
69.2,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",69.2,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",3
69.20,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",69.20,"Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal",4
70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,70,Actividades de las sedes centrales y consultoría de gestión empresarial,2
70.1,Actividades de las sedes centrales,70.1,Actividades de las sedes centrales,3
70.10,Actividades de las sedes centrales,70.10,Actividades de las sedes centrales,4
70.2,Actividades de consultoría de gestión empresarial,70.2,Otras actividades de consultoría de gestión empresarial,3
70.22,Otras actividades de consultoría de gestión empresarial,70.20,Otras actividades de consultoría de gestión empresarial,4
71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,2
71.1,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,71.1,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,3
71.11,Servicios técnicos de arquitectura,71.11,Servicios técnicos de arquitectura,4
71.12,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,71.12,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,4
71.2,Ensayos y análisis técnicos,71.2,Ensayos y análisis técnicos,3
71.20,Ensayos y análisis técnicos,71.20,Ensayos y análisis técnicos,4
72,Investigación y desarrollo,72,Investigación y desarrollo,2
72.1,Investigación y desarrollo experimental en ciencias naturales y técnicas,72.1,Investigación y desarrollo experimental en ciencias naturales y técnicas,3
72.11,Investigación y desarrollo experimental en biotecnología,72.10,Investigación y desarrollo experimental en ciencias naturales y técnicas,4
72.19,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,72.10,Investigación y desarrollo experimental en ciencias naturales y técnicas,4
72.2,Investigación y desarrollo experimental en ciencias sociales y humanidades,72.2,Investigación y desarrollo experimental en ciencias sociales y humanidades,3
72.20,Investigación y desarrollo experimental en ciencias sociales y humanidades,72.20,Investigación y desarrollo experimental en ciencias sociales y humanidades,4
70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,73,"Actividades de publicidad, estudios de mercado, relaciones públicas y comunicación ",2
73,Publicidad y estudios de mercado,73,"Actividades de publicidad, estudios de mercado, relaciones públicas y comunicación ",2
73.1,Publicidad,73.1,Publicidad,3
73.11,Agencias de publicidad,73.11,Actividades de las agencias de publicidad,4
73.12,Servicios de representación de medios de comunicación,73.12,Servicios de representación de medios de comunicación,4
73.2,Estudio de mercado y realización de encuestas de opinión pública,73.2,Estudios de mercado y realización de encuestas de opinión pública,3
73.20,Estudio de mercado y realización de encuestas de opinión pública,73.20,Estudios de mercado y realización de encuestas de opinión pública,4
70.2,Actividades de consultoría de gestión empresarial,73.3,Relaciones públicas y comunicación,3
70.21,Relaciones públicas y comunicación,73.30,Relaciones públicas y comunicación,4
74,"Otras actividades profesionales, científicas y técnicas",74,"Otras actividades profesionales, científicas y técnicas",2
74.1,Actividades de diseño especializado,74.1,Actividades de diseño especializado,3
74.10,Actividades de diseño especializado,74.11,Actividades de diseño de productos industriales y moda,4
74.10,Actividades de diseño especializado,74.12,Actividades de diseño gráfico y de comunicación visual,4
74.10,Actividades de diseño especializado,74.13,Actividades de diseño de interiores,4
74.10,Actividades de diseño especializado,74.14,Otras actividades de diseño especializado,4
74.2,Actividades de fotografía,74.2,Actividades de fotografía,3
74.20,Actividades de fotografía,74.20,Actividades de fotografía,4
74.3,Actividades de traducción e interpretación,74.3,Actividades de traducción e interpretación,3
74.30,Actividades de traducción e interpretación,74.30,Actividades de traducción e interpretación,4
74.9,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",74.9,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",3
74.90,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",74.91,Actividades de los agentes de patentes y de los servicios de marketing,4
74.90,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",74.99,"Todas las demás actividades profesionales, científicas y técnicas n.c.o.p.",4
75,Actividades veterinarias,75,Actividades veterinarias,2
75.0,Actividades veterinarias,75.0,Actividades veterinarias,3
75.00,Actividades veterinarias,75.00,Actividades veterinarias,4
77,Actividades de alquiler,77,Actividades de alquiler,2
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",77,Actividades de alquiler,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,77,Actividades de alquiler,2
77.1,Alquiler de vehículos de motor,77.1,Alquiler de vehículos de motor,3
77.3,"Alquiler de otra maquinaria, equipos y bienes tangibles",77.1,Alquiler de vehículos de motor,3
77.11,Alquiler de automóviles y vehículos de motor ligeros,77.11,Alquiler de automóviles y vehículos de motor ligeros,4
77.12,Alquiler de camiones,77.11,Alquiler de automóviles y vehículos de motor ligeros,4
77.39,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",77.11,Alquiler de automóviles y vehículos de motor ligeros,4
77.12,Alquiler de camiones,77.12,Alquiler de camiones,4
77.39,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",77.12,Alquiler de camiones,4
77.2,Alquiler de efectos personales y artículos de uso doméstico,77.2,Alquiler de efectos personales y artículos de uso doméstico,3
77.21,Alquiler de artículos de ocio y deportivos,77.21,Alquiler de artículos de ocio y deportivos,4
77.22,Alquiler de cintas de vídeo y discos,77.22,Alquiler de efectos personales y artículos de uso doméstico,4
77.29,Alquiler de otros efectos personales y artículos de uso doméstico,77.22,Alquiler de efectos personales y artículos de uso doméstico,4
77.3,"Alquiler de otra maquinaria, equipos y bienes tangibles",77.3,"Alquiler de otra maquinaria, equipos y bienes tangibles",3
77.31,Alquiler de maquinaria y equipo de uso agrícola,77.31,Alquiler de maquinaria y equipo de uso agrícola,4
77.32,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,77.32,Alquiler de maquinaria y equipo para la construcción e ingeniería civil,4
77.33,"Alquiler de maquinaria y equipo de oficina, incluidos ordenadores",77.33,Alquiler de maquinaria y equipo de oficina y ordenadores,4
77.34,Alquiler de medios de navegación,77.34,Alquiler de medios de navegación,4
77.35,Alquiler de medios de transporte aéreo,77.35,Alquiler de medios de transporte aéreo,4
77.39,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",77.39,"Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p.",4
77.4,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",77.4,"Arrendamiento de la propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",3
77.40,"Arrendamiento de la propiedad intelectual y productos similares, excepto trabajos protegidos por los derechos de autor",77.40,"Arrendamiento de la propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",4
79.1,Actividades de agencias de viajes y operadores turísticos,77.5,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,3
79.9,Otros servicios de reservas y actividades relacionadas con los mismos,77.5,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,3
82.9,Actividades de apoyo a las empresas n.c.o.p.,77.5,Servicios de intermediación para el alquiler de bienes tangibles y de activos intangibles no financieros,3
79.11,Actividades de las agencias de viajes,77.51,"Servicios de intermediación para el alquiler de automóviles, autocaravanas y remolques",4
79.90,Otros servicios de reservas y actividades relacionadas con los mismos,77.51,"Servicios de intermediación para el alquiler de automóviles, autocaravanas y remolques",4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,77.51,"Servicios de intermediación para el alquiler de automóviles, autocaravanas y remolques",4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,77.52,Servicios de intermediación para el alquiler de otros bienes tangibles y de activos intangibles no financieros,4
78,Actividades relacionadas con el empleo,78,Actividades relacionadas con el empleo,2
78.1,Actividades de las agencias de colocación,78.1,Actividades de las agencias de colocación,3
78.10,Actividades de las agencias de colocación,78.10,Actividades de las agencias de colocación,4
78.2,Actividades de las empresas de trabajo temporal,78.2,Actividades de las empresas de trabajo temporal y otra provisión de recursos humanos,3
78.3,Otra provisión de recursos humanos,78.2,Actividades de las empresas de trabajo temporal y otra provisión de recursos humanos,3
78.20,Actividades de las empresas de trabajo temporal,78.20,Actividades de las empresas de trabajo temporal y otra provisión de recursos humanos,4
78.30,Otra provisión de recursos humanos,78.20,Actividades de las empresas de trabajo temporal y otra provisión de recursos humanos,4
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas ",2
79.1,Actividades de agencias de viajes y operadores turísticos,79.1,Actividades de agencias de viajes y operadores turísticos,3
79.11,Actividades de las agencias de viajes,79.11,Actividades de las agencias de viajes,4
79.12,Actividades de los operadores turísticos,79.12,Actividades de los operadores turísticos,4
79.9,Otros servicios de reservas y actividades relacionadas con los mismos,79.9,Otros servicios de reservas y actividades relacionadas con los mismos,3
79.90,Otros servicios de reservas y actividades relacionadas con los mismos,79.90,Otros servicios de reservas y actividades relacionadas con los mismos,4
74,"Otras actividades profesionales, científicas y técnicas",80,Servicios de investigación y seguridad,2
80,Actividades de seguridad e investigación,80,Servicios de investigación y seguridad,2
74.9,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",80.0,Servicios de investigación y seguridad,3
80.1,Actividades de seguridad privada,80.0,Servicios de investigación y seguridad,3
80.2,Servicios de sistemas de seguridad,80.0,Servicios de investigación y seguridad,3
80.3,Actividades de investigación,80.0,Servicios de investigación y seguridad,3
80.10,Actividades de seguridad privada,80.01,Servicios de investigación y seguridad privados,4
80.30,Actividades de investigación,80.01,Servicios de investigación y seguridad privados,4
74.90,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",80.09,Servicios de seguridad n.c.o.p.,4
80.20,Servicios de sistemas de seguridad,80.09,Servicios de seguridad n.c.o.p.,4
43,Actividades de construcción especializada,81,Servicios a edificios y actividades de jardinería,2
81,Servicios a edificios y actividades de jardinería,81,Servicios a edificios y actividades de jardinería,2
81.1,Servicios integrales a edificios e instalaciones,81.1,Servicios integrales a edificios e instalaciones,3
81.10,Servicios integrales a edificios e instalaciones,81.10,Servicios integrales a edificios e instalaciones,4
43.3,Acabado de edificios,81.2,Actividades de limpieza,3
43.9,Otras actividades de construcción especializada,81.2,Actividades de limpieza,3
81.2,Actividades de limpieza,81.2,Actividades de limpieza,3
81.21,Limpieza general de edificios,81.21,Limpieza general de edificios,4
43.39,Otro acabado de edificios,81.22,Otras actividades de limpieza industrial y de edificios,4
43.99,Otras actividades de construcción especializada n.c.o.p.,81.22,Otras actividades de limpieza industrial y de edificios,4
81.22,Otras actividades de limpieza industrial y de edificios,81.22,Otras actividades de limpieza industrial y de edificios,4
81.29,Otras actividades de limpieza,81.23,Otras actividades de limpieza,4
81.3,Actividades de jardinería,81.3,Actividades de jardinería,3
81.30,Actividades de jardinería,81.30,Actividades de jardinería,4
79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,2
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,2
82.1,Actividades administrativas y auxiliares de oficina,82.1,Actividades administrativas y auxiliares de oficina,3
82.11,Servicios administrativos combinados,82.10,Actividades administrativas y auxiliares de oficina,4
82.19,"Actividades de fotocopiado, preparación de documentos y otras actividades especializadas de oficina",82.10,Actividades administrativas y auxiliares de oficina,4
82.2,Actividades de los centros de llamadas,82.2,Actividades de los centros de llamadas,3
82.20,Actividades de los centros de llamadas,82.20,Actividades de los centros de llamadas,4
82.3,Organización de convenciones y ferias de muestras,82.3,Organización de convenciones y ferias de muestras,3
82.30,Organización de convenciones y ferias de muestras,82.30,Organización de convenciones y ferias de muestras,4
79.9,Otros servicios de reservas y actividades relacionadas con los mismos,82.4,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,3
82.9,Actividades de apoyo a las empresas n.c.o.p.,82.4,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,3
79.90,Otros servicios de reservas y actividades relacionadas con los mismos,82.40,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,82.40,Actividades de intermediación para servicios de apoyo a las empresas n.c.o.p.,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,82.9,Otras actividades de apoyo a las empresas n.c.o.p.,3
82.91,Actividades de las agencias de cobros y de información comercial,82.91,Actividades de las agencias de cobros y de las oficinas de crédito,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,82.91,Actividades de las agencias de cobros y de las oficinas de crédito,4
82.92,Actividades de envasado y empaquetado,82.92,Actividades de envasado y empaquetado,4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,82.99,Otras actividades de apoyo a las empresas n.c.o.p.,4
84,Administración Pública y defensa; Seguridad Social obligatoria,84,Administración pública y defensa; seguridad social obligatoria,2
93,"Actividades deportivas, recreativas y de entretenimiento",84,Administración pública y defensa; seguridad social obligatoria,2
84.1,Administración Pública y de la política económica y social,84.1,"Administración pública y de la política económica, social y medioambiental",3
84.11,Actividades generales de la Administración Pública,84.11,Actividades generales de la administración pública,4
84.12,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",84.12,"Regulación de los servicios sanitarios, educativos y culturales y otros servicios sociales",4
84.13,Regulación de la actividad económica y contribución a su mayor eficiencia,84.13,Regulación de la actividad económica y contribución a su mayor eficiencia,4
84.2,Prestación de servicios a la comunidad en general,84.2,Prestación de servicios a la comunidad en general,3
93.2,Actividades recreativas y de entretenimiento,84.2,Prestación de servicios a la comunidad en general,3
84.21,Asuntos exteriores,84.21,Asuntos exteriores,4
84.22,Defensa,84.22,Defensa,4
84.23,Justicia,84.23,Justicia,4
84.24,Orden público y seguridad,84.24,Orden público y seguridad,4
84.25,Protección civil,84.25,Servicios de extinción de incendios,4
93.29,Otras actividades recreativas y de entretenimiento,84.25,Servicios de extinción de incendios,4
84.3,Seguridad Social obligatoria,84.3,Seguridad social obligatoria,3
84.30,Seguridad Social obligatoria,84.30,Seguridad social obligatoria,4
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,85,Educación,2
85,Educación,85,Educación,2
88,Actividades de servicios sociales sin alojamiento,85,Educación,2
85.1,Educación preprimaria,85.1,Educación preprimaria,3
88.9,Otros actividades de servicios sociales sin alojamiento,85.1,Educación preprimaria,3
85.10,Educación preprimaria,85.10,Educación preprimaria,4
88.91,Actividades de cuidado diurno de niños,85.10,Educación preprimaria,4
85.2,Educación primaria,85.2,Educación primaria,3
85.20,Educación primaria,85.20,Educación primaria,4
85.3,Educación secundaria,85.3,Educación secundaria y educación postsecundaria no terciaria,3
85.4,Educación postsecundaria,85.3,Educación secundaria y educación postsecundaria no terciaria,3
85.31,Educación secundaria general,85.31,Educación secundaria general,4
85.32,Educación secundaria técnica y profesional,85.32,Educación secundaria profesional,4
85.41,Educación postsecundaria no terciaria,85.33,Educación postsecundaria no terciaria,4
85.4,Educación postsecundaria,85.4,Educación terciaria,3
85.43,Educación universitaria,85.41,Educación universitaria,4
85.44,Educación terciaria no universitaria,85.42,Educación terciaria no universitaria,4
85.5,Otra educación,85.5,Otra educación,3
85.51,Educación deportiva y recreativa,85.51,Educación deportiva y recreativa,4
85.52,Educación cultural,85.52,Educación cultural,4
85.53,Actividades de las escuelas de conducción y pilotaje,85.53,Actividades de las escuelas de conducción y pilotaje,4
85.59,Otra educación n.c.o.p.,85.59,Otra educación n.c.o.p.,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,85.6,Actividades auxiliares a la educación,3
85.6,Actividades auxiliares a la educación,85.6,Actividades auxiliares a la educación,3
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,85.61,Actividades de servicios de intermediación para cursos y tutores,4
85.60,Actividades auxiliares a la educación,85.69,Actividades auxiliares a la educación n.c.o.p.,4
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,86,Actividades sanitarias,2
86,Actividades sanitarias,86,Actividades sanitarias,2
86.1,Actividades hospitalarias,86.1,Actividades hospitalarias,3
86.10,Actividades hospitalarias,86.10,Actividades hospitalarias,4
86.2,Actividades médicas y odontológicas,86.2,Actividades médicas y odontológicas,3
86.21,Actividades de medicina general,86.21,Actividades de medicina general y de medicina familiar y comunitaria,4
86.22,Actividades de medicina especializada,86.22,Actividades de otras especialidades médicas,4
86.23,Actividades odontológicas,86.23,Actividades odontológicas,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,86.9,Otras actividades sanitarias,3
86.9,Otras actividades sanitarias,86.9,Otras actividades sanitarias,3
86.90,Otras actividades sanitarias,86.91,Servicios de diagnóstico por la imagen y actividades de laboratorio médico,4
86.90,Otras actividades sanitarias,86.92,Transporte de pacientes en ambulancia,4
86.90,Otras actividades sanitarias,86.93,"Actividades de psicólogos y psicoterapeutas, excepto médicos",4
86.90,Otras actividades sanitarias,86.94,Actividades de enfermería y enfermería obstétrica,4
86.90,Otras actividades sanitarias,86.95,Actividades de fisioterapia,4
86.90,Otras actividades sanitarias,86.96,"Actividades de medicina tradicional, complementaria y alternativa",4
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,86.97,"Actividades de intermediación para servicios médicos, odontológicos y otros servicios sanitarios",4
86.90,Otras actividades sanitarias,86.99,Otras actividades sanitarias n.c.o.p.,4
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,87,Asistencia en establecimientos residenciales,2
87,Asistencia en establecimientos residenciales,87,Asistencia en establecimientos residenciales,2
87.1,Asistencia en establecimientos residenciales con cuidados sanitarios,87.1,Asistencia en establecimientos residenciales con cuidados sanitarios,3
87.10,Asistencia en establecimientos residenciales con cuidados sanitarios,87.10,Asistencia en establecimientos residenciales con cuidados sanitarios,4
87.2,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",87.2,Asistencia en establecimientos residenciales para personas que padecen una enfermedad mental o una drogodependencia o que han recibido un diagnóstico al respecto,3
87.20,"Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia",87.20,Asistencia en establecimientos residenciales para personas que padecen una enfermedad mental o una drogodependencia o que han recibido un diagnóstico al respecto,4
87.3,Asistencia en establecimientos residenciales para personas mayores y con discapacidad física,87.3,Asistencia en establecimientos residenciales para personas mayores o con discapacidad física,3
87.31,Asistencia en establecimientos residenciales para personas mayores,87.31,Asistencia en establecimientos residenciales para personas mayores ,4
87.32,Asistencia en establecimientos residenciales para personas con discapacidad física,87.32,Asistencia en establecimientos residenciales para personas con discapacidad física,4
82.9,Actividades de apoyo a las empresas n.c.o.p.,87.9,Otras actividades de asistencia en establecimientos residenciales,3
87.9,Otras actividades de asistencia en establecimientos residenciales,87.9,Otras actividades de asistencia en establecimientos residenciales,3
82.99,Otras actividades de apoyo a las empresas n.c.o.p.,87.91,Servicios de intermediación para actividades de asistencia en establecimientos residenciales,4
87.90,Otras actividades de asistencia en establecimientos residenciales,87.99,Otro tipo de asistencia en establecimientos residenciales n.c.o.p.,4
88,Actividades de servicios sociales sin alojamiento,88,Actividades de servicios sociales sin alojamiento,2
88.1,Actividades de servicios sociales sin alojamiento para personas mayores y con discapacidad,88.1,Actividades de servicios sociales sin alojamiento para personas mayores o con discapacidad,3
88.11,Actividades de servicios sociales sin alojamiento para personas mayores,88.11,Actividades de servicios sociales sin alojamiento para personas mayores ,4
88.12,Actividades de servicios sociales sin alojamiento para personas con discapacidad,88.12,Actividades de servicios sociales sin alojamiento para personas con discapacidad,4
88.9,Otros actividades de servicios sociales sin alojamiento,88.9,Otras actividades de servicios sociales sin alojamiento,3
88.91,Actividades de cuidado diurno de niños,88.91,Actividades de cuidado diurno de niños,4
88.99,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,88.99,Otras actividades de servicios sociales sin alojamiento n.c.o.p.,4
90,"Actividades de creación, artísticas y espectáculos",90,Actividades de creación artística y artes escénicas,2
90.0,"Actividades de creación, artísticas y espectáculos",90.1,Actividades de creación artística,3
90.03,Creación artística y literaria,90.11,Actividades de creación literaria y composición musical,4
90.03,Creación artística y literaria,90.12,Actividades de creación de artes visuales,4
90.03,Creación artística y literaria,90.13,Otras actividades de creación artística,4
90.0,"Actividades de creación, artísticas y espectáculos",90.2,Actividades de artes escénicas,3
90.01,Artes escénicas,90.20,Actividades de artes escénicas,4
90.0,"Actividades de creación, artísticas y espectáculos",90.3,Actividades de apoyo a la creación artística y a las artes escénicas,3
90.04,Gestión de salas de espectáculos,90.31,Gestión de instalaciones para actividades artísticas y artes escénicas,4
90.02,Actividades auxiliares a las artes escénicas,90.39,Otras actividades de apoyo a la creación artística y a las artes escénicas,4
33,Reparación e instalación de maquinaria y equipo,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",2
41,Construcción de edificios,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",2
90,"Actividades de creación, artísticas y espectáculos",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",2
91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",2
91.0,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",91.1,Actividades de bibliotecas y archivos,3
91.05,Actividades de bibliotecas,91.11,Actividades de bibliotecas,4
91.06,Actividades de archivos,91.12,Actividades de archivos,4
91.0,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",91.2,"Actividades de museos, colecciones de arte, sitios históricos y monumentos",3
91.02,Actividades de museos,91.21,Actividades de museos y de colecciones ,4
91.03,Gestión de lugares y edificios históricos,91.22,Actividades de sitios históricos y monumentos,4
33.1,"Reparación de productos metálicos, maquinaria y equipo",91.3,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",3
41.2,Construcción de edificios,91.3,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",3
90.0,"Actividades de creación, artísticas y espectáculos",91.3,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",3
33.19,Reparación de otros equipos,91.30,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",4
41.21,Construcción de edificios residenciales,91.30,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",4
41.22,Construcción de edificios no residenciales,91.30,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",4
90.03,Creación artística y literaria,91.30,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural",4
91.0,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",91.4,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",3
91.04,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",91.41,Actividades de los jardines botánicos y los parques zoológicos ,4
91.04,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",91.42,Actividades de las reservas naturales,4
92,Actividades de juegos de azar y apuestas,92,Actividades de juegos de azar y apuestas,2
92.0,Actividades de juegos de azar y apuestas,92.0,Actividades de juegos de azar y apuestas,3
92.00,Actividades de juegos de azar y apuestas,92.00,Actividades de juegos de azar y apuestas,4
82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,93,"Actividades deportivas, recreativas y de entretenimiento",2
85,Educación,93,"Actividades deportivas, recreativas y de entretenimiento",2
93,"Actividades deportivas, recreativas y de entretenimiento",93,"Actividades deportivas, recreativas y de entretenimiento",2
85.5,Otra educación,93.1,Actividades deportivas,3
93.1,Actividades deportivas,93.1,Actividades deportivas,3
93.2,Actividades recreativas y de entretenimiento,93.1,Actividades deportivas,3
93.11,Gestión de instalaciones deportivas,93.11,Gestión de instalaciones deportivas,4
93.29,Otras actividades recreativas y de entretenimiento,93.11,Gestión de instalaciones deportivas,4
93.11,Gestión de instalaciones deportivas,93.12,Actividades de los clubes deportivos,4
93.12,Actividades de los clubes deportivos,93.12,Actividades de los clubes deportivos,4
93.29,Otras actividades recreativas y de entretenimiento,93.12,Actividades de los clubes deportivos,4
85.51,Educación deportiva y recreativa,93.13,Actividades de los centros deportivos,4
93.13,Actividades de los gimnasios,93.13,Actividades de los centros deportivos,4
93.19,Otras actividades deportivas,93.19,Actividades deportivas n.c.o.p.,4
93.29,Otras actividades recreativas y de entretenimiento,93.19,Actividades deportivas n.c.o.p.,4
82.3,Organización de convenciones y ferias de muestras,93.2,Otras actividades recreativas y de entretenimiento,3
93.1,Actividades deportivas,93.2,Otras actividades recreativas y de entretenimiento,3
93.2,Actividades recreativas y de entretenimiento,93.2,Otras actividades recreativas y de entretenimiento,3
93.21,Actividades de los parques de atracciones y los parques temáticos,93.21,Actividades de los parques de atracciones y los parques temáticos,4
82.30,Organización de convenciones y ferias de muestras,93.29,Actividades recreativas y de entretenimiento n.c.o.p.,4
93.11,Gestión de instalaciones deportivas,93.29,Actividades recreativas y de entretenimiento n.c.o.p.,4
